분류,이름,주소,전화번호,대표사진주소
이탈리안,11시11분,제주특별자치도 서귀포시 홍중동로 9,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F26F76134B1154A98B585B90A7E207700,,"
양식,찰리스,"제주특별자치도 서귀포시 예래로 454 1,2층",0507-1308-4531,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3C2A0A595291436BB0392E28095DC9C5,"
피자,어부피자,제주특별자치도 서귀포시 성산읍 서성일로 1078-14,064-782-9242,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FBAA7EC94C3B7472B900C31F38AC7FE12,,"
양식,성산옥탑,제주특별자치도 서귀포시 성산읍 일출로 270-8 2층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F517D6E80499A44BB98CF1746483F811C,,"
양식,신라호텔제주 더파크뷰,제주특별자치도 서귀포시 중문관광로72번길 75 제주신라호텔 3층,064-735-5334,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F20C09E775C5344DEB922DAE31EDB92E3,,"
양식,LMNT,제주특별자치도 서귀포시 중문관광로110번길 31 1층,070-8900-7600,",,"
햄버거,황금빅버거 서귀포점,제주특별자치도 서귀포시 남원읍 516로 918,064-733-6298,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F225B7199361A40E5A403BFAD90A40F4F,,"
양식,스모크하우스인구억,제주특별자치도 서귀포시 대정읍 보성구억로 223,070-7776-8217,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_9197607,,"
"멕시칸,브라질",칸스,제주특별자치도 서귀포시 중정로61번길 20,064-733-2504,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FAF6EEB1D6C3145CEB2A5DA4790540B08,"
양식,루스트플레이스 서귀포점,제주특별자치도 서귀포시 신서로48번길 22 1층,064-738-9008,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC7C3CB90083B4D918785D4FF4B26D6D5,,"
이탈리안,더고팡,제주특별자치도 서귀포시 안덕면 신화역사로 863,010-6703-3050,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFE114B5271B64119B02AAA475A34A08F,,"
피자,구럼비나무,제주특별자치도 서귀포시 법환로 15 1층,064-739-5932,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F660259480BAE4D0DA9D6B5C205F0D0ED,,"
양식,불특정식당,제주특별자치도 서귀포시 성산읍 삼달로 239,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F41F7179AEB8947C392A8899819B43A55,,"
양식,테이블앤데스크,제주특별자치도 서귀포시 남원읍 태위로360번길 192 1층,0507-1356-9919,",,"
피자,칼초네화덕피자,제주특별자치도 서귀포시 예래로 115,064-738-9387,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F9744B3D0AAF6484B800DF3E128680929,,"
해산물,헬로우보일링크랩,제주특별자치도 서귀포시 이어도로 1048 1층,070-8147-3453,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F54D264408F794DE68E6BE509A3F7A5E1,,"
양식,버거의여왕,제주특별자치도 서귀포시 안덕면 사계남로 202,064-792-3711,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F6E39BC764B8D425A8DE29E9AF95A7531,,"
햄버거,버거오클락,제주특별자치도 서귀포시 대정읍 에듀시티로50번길 6 에듀스타 1층,064-792-8562,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC1A8F1D86D8040828420DF9BB4C7AA40,,"
이탈리안,소요0617,제주특별자치도 서귀포시 남원읍 태위로834번길 11-6,064-764-9655,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAC3D3758EEB84CBA8620C7E6250F0EB0,,"
양식,듀크서프비스트로,제주특별자치도 서귀포시 천제연로188번길 6-6,070-8877-1251,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0DF91C12CA764491B178BE1729E00788,,"
"멕시칸,브라질",뱅인타코,제주특별자치도 서귀포시 대정읍 에듀시티로 74 상가 101호,064-794-7949,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1E873E17171E41F9BE36041553DE299F,"
바닷가재,랍씨네,제주특별자치도 서귀포시 성산읍 신양로122번길 57,064-782-1660,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F344DAC23C71B4A59AFBB394E87B04D5C,,"
피자,섭지코지화덕피자,제주특별자치도 서귀포시 성산읍 신양로 102,064-784-7840,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F993F26D4FD9249ABBB97198087C4BDCC,,"
양식,마담조,제주특별자치도 서귀포시 신서로 69 1층,010-2788-8690,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F023ABFB1116D4A7586C2566D9AD262C4,,"
피자,바람이풀에 그림그린날,제주특별자치도 서귀포시 안덕면 감산서로 59,064-792-3657,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2AAA318A08174300B06186FA4CE735E6,,"
햄버거,정체불명,제주특별자치도 서귀포시 성산읍 삼달로163번길 34,010-5097-1099,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD6DB635FD73A4E71A49E70AD9B3B1805,,"
양식,루마카,제주특별자치도 서귀포시 칠십리로 306 1층,010-7112-8857,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F436F1F4F62454180992E2E04FB16C249,,"
양식,나니아,제주특별자치도 서귀포시 예래로 424,064-801-9078,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F4D595EA0FA2E4FB2B539AE9E856F2A28,,"
이탈리안,탐라는파스타,제주특별자치도 서귀포시 일주서로 968-8,064-738-7090,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F18F2CF129BB74A959D5C7FBBDD34E28F,,"
햄버거,파파야,제주특별자치도 서귀포시 성산읍 성산등용로 7,010-5236-9000,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB63297A41DC64C3FB8E6143B615B3EAF,,"
양식,캄머레스토랑&펍,제주특별자치도 서귀포시 대정읍 상모대서로66번길 17,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F50A56A8CFA164CE5AC65C612E69F5B66,,"
피자,시카고피자 남원점,제주특별자치도 서귀포시 남원읍 태위로 659,064-764-8771,",,"
양식,하이데어키친,제주특별자치도 서귀포시 서호호근로96번길 14,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F897BE8CEAAA94BCEA4B34529F93A6568,,"
양식,유엔아이,제주특별자치도 서귀포시 안덕면 사계로114번길 54-93,064-792-7878,",,"
양식,리틀보라카이,제주특별자치도 서귀포시 색달중앙로 38 1층,064-738-0204,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFE7B72109F254D288A00489D2B5F6B5B,,"
피자,피자굽는돌하르방 성산점,제주특별자치도 서귀포시 성산읍 성산중앙로19번길 14 2층,064-783-1500,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3A9ACC0DC43940C5A5A605D2D1EEE0CE,,"
피자,송악산화덕피자,제주특별자치도 서귀포시 대정읍 송악관광로 392,064-792-4758,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F5E05C92964D04D05B73D564F9CA7A169,,"
양식,포트그릴스테이크하우스,제주특별자치도 서귀포시 솔동산로10번길 48,064-732-7478,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FD17F9F83E23845478B9E206A875F60B6,,"
피자,제인피자,제주특별자치도 서귀포시 안덕면 사계북로 157-31,070-8870-1001,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2271983555AB8C7C14,,"
양식,트라몬토 모슬포본점,제주특별자치도 서귀포시 대정읍 하모항구로 38,010-6409-3545,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5431655A609C47DB8BF351EFA9A884F4,,"
이탈리안,리촐리,제주특별자치도 서귀포시 호근서호로 170 1층,064-738-1272,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1F98393CBE9F45DAA74128D25D77E363,,"
양식,둘레길,제주특별자치도 서귀포시 천제연로 209-1,010-5808-3255,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5C77CE45BA674AB9A4F598775EC1910D,,"
피자,텐피자,제주특별자치도 서귀포시 대정읍 형제해안로 268,064-792-0033,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F71BF8D818A24466FB075434308F06278,,"
피자,도미노피자 제주서귀포점,제주특별자치도 서귀포시 신서귀로 118,064-739-3086,",,"
양식,애나의숲 브런치카페,제주특별자치도 서귀포시 중동로48번길 8 코지하우스 1층 상가,0507-1370-9122,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F1F19C37EA1364E349E124252990F0410,,"
양식,커뮤니테이블,제주특별자치도 서귀포시 월평로 15,064-739-1390,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1191764331,,"
이탈리안,라울,제주특별자치도 서귀포시 안덕면 난드르로 48,064-739-2002,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1752075776,,"
햄버거,도르멍수제버거,제주특별자치도 서귀포시 부두로 39,064-763-6686,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0B9BD18C002A483F9F5B38B588FA0CA8,,"
양식,벤치타임,제주특별자치도 서귀포시 남원읍 남한로 22,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F127F72E59DC8470B9EFD4BD0142B71AE,,"
이탈리안,미미파스타,제주특별자치도 서귀포시 남원읍 하례로 98 2호,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F204E19A8309845BEA0DA5415C054F25A,,"
이탈리안,더플레이스 제주신화월드점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,064-908-1731,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F417BF6206BF24472AB2A980ED3318F5F,,"
양식,우디94,제주특별자치도 서귀포시 안덕면 덕수서로 94,064-792-0094,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F4975D4D5D1CE4E29A0FD13CC2F3EBB36,,"
양식,미쎄스올리브,제주특별자치도 서귀포시 법환상로2번길 97-18,064-739-8300,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F68F298A0599F4457B03E42C383471A28,,"
이탈리안,시간의정원,제주특별자치도 서귀포시 남원읍 원님로25번길 14 1층,010-5479-3842,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F20A4A86816C64208A083284B25E24F3E,,"
"스테이크,립",쇼밥,제주특별자치도 서귀포시 보목로64번길 138 1층,064-1661-2789,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F113AB01EB36948BF97813AD7C2132054,"
햄버거,불턱버거클럽,제주특별자치도 서귀포시 일주서로570번길 1 1층,064-738-6280,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F04C1CBBB8C524A4FBB7FFF882E15790D,,"
양식,카페프렌즈,제주특별자치도 서귀포시 안덕면 중산간서로 2026,064-794-9891,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FAF55E442D4674D938062704AEED2A972,,"
양식,서양국수공방,제주특별자치도 서귀포시 태평로371번길 32 1층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_3622006,,"
양식,그랜마스 신시가지점,제주특별자치도 서귀포시 신서로48번길 52 1층,064-799-5535,",,"
양식,에르미타주,제주특별자치도 서귀포시 신서로52번길 3-8 1층,0507-1366-1823,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F07AC86801A4E4A1BA68DB0538F184528,,"
양식,시안,제주특별자치도 서귀포시 성산읍 일출로288번길 23,010-7477-2295,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7F8499F863F544D0B3E3D32B6BB9FD37,,"
이탈리안,토니토니,제주특별자치도 서귀포시 표선면 가시로613번길 47,064-787-4580,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD39EF96D549F45F5BD39035BBF21D59F,,"
양식,보틀앤볼,제주특별자치도 서귀포시 일주동로 8712-2,010-9223-7747,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD588551D30DE49A9A1E72D99FDD8DEE2,,"
양식,서가앤쿡 서귀포토평점,제주특별자치도 서귀포시 검은여로 191 1층,064-901-8006,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2453295ED5234ECB9A17B2C158D26875,,"
양식,휘닉스제주섭지코지 섭지,제주특별자치도 서귀포시 성산읍 섭지코지로 107 벨라테라스 오렌지동 1층,064-731-7000,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0E480DB4C8544FD689EBF9D7B37FC17C,,"
양식,창꼬,제주특별자치도 서귀포시 대정읍 중산간서로 2598,064-792-0669,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FA1E83AF67F114750AD59442C055C88C8,,"
피자,피자헛 서귀포점,제주특별자치도 서귀포시 일주동로 8590,064-732-0974,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD795D1740BBA4733959C73F0C0F38141,,"
양식,바이브230,제주특별자치도 서귀포시 성산읍 성산등용로 5,064-783-0230,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F941B482C58A744F088518A6B5779D12D,,"
피자,곶자왈화덕피자,제주특별자치도 서귀포시 대정읍 상모로 175,064-792-0990,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F06C73BB199264E1CBE9BBD0BB5AD2085,,"
양식,섬오름카페앤레스토랑,제주특별자치도 서귀포시 막숙포로 116,064-800-7230,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2529DF36552B279933,,"
피자,피자아일랜드,제주특별자치도 서귀포시 성산읍 환해장성로 513,064-784-1991,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2719213E53FAE30032,,"
이탈리안,파스타앤소주,제주특별자치도 서귀포시 이중섭로 11 삼일아트리움 2층 207호,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1307046829,,"
양식,자하연,제주특별자치도 서귀포시 표선면 번영로 3113,064-787-7888,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA2AF60F3A9704A68B7EF77E25DD546C0,,"
양식,그럼피베이비,제주특별자치도 서귀포시 안덕면 녹차분재로 65 1층,064-726-0466,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FCDCC9EC9F554478EA8275C5B3E92AA28,,"
피자,바른피자,제주특별자치도 서귀포시 중문관광로 296,064-739-2662,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8B4C0CAC2754448281D88754848D8841,,"
양식,해비치호텔앤리조트 제주 이디,제주특별자치도 서귀포시 표선면 민속해안로 537 1층,064-780-8314,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F47E02AF439CE4570BB30020FA2C77768,,"
양식,와이스토리,제주특별자치도 서귀포시 칠십리로 228-18,010-8513-0750,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA6F140F9E4B7470C845CA3E368485924,,"
양식,커트러리,제주특별자치도 서귀포시 상예로 20 1층,064-739-5626,",,"
양식,바다마르마레,제주특별자치도 서귀포시 대정읍 송악관광로411번길 26-8,064-792-6025,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7A6A2D40722F420B99740FC005786B72,,"
양식,난산리 식당,제주특별자치도 서귀포시 성산읍 난산로41번길 38,010-9848-4169,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3E7053412BDC47CEA0B42D8DF7AD2F13,,"
양식,더디퍼,제주특별자치도 서귀포시 서호남로32번길 28 1층,064-738-3647,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7174240C27BB49AAB2216CC87724A6B0,,"
"스테이크,립",카우보이스테이크하우스,제주특별자치도 서귀포시 대정읍 영어도시로 77-5,064-792-1163,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F31539568FB674D938B2C6EB74F6792EB,"
양식,밀리우,제주특별자치도 서귀포시 표선면 민속해안로 537 1층,064-780-8328,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F59DE1109DD784FFFAD9560C92F3D4AE0,,"
햄버거,토니버거 제주 영어교육도시점,제주특별자치도 서귀포시 대정읍 글로벌에듀로 382 에듀클래스 B동 105호,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3DC10969151847F5A8311BD89288599F,,"
양식,더쉐프,제주특별자치도 서귀포시 표선면 표선중앙로 96,064-787-3111,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F71B5494EE5744D50844AD622FB01265B,,"
피자,피자베이 대정점,제주특별자치도 서귀포시 대정읍 하모이삼로 56,064-794-1800,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FEE1A54C27602420998AB635FB23DDF5E,,"
양식,카페벨에포크,제주특별자치도 서귀포시 성산읍 삼달로 199,010-9007-4294,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FDC443E9116FB48C4B87C6C5818ECBEB3,,"
양식,일구공 제주남원점,제주특별자치도 서귀포시 남원읍 남태해안로 259,064-764-8143,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F1A647410511A4100871A45329D57BD19,,"
양식,담에랑또,제주특별자치도 서귀포시 서호중로 86,064-738-3205,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA3C851419CEC4E23A702DD2589D19EE7,,"
양식,스팟비,제주특별자치도 서귀포시 성산읍 일출로 264-1 4층,064-782-1900,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F10AC2273484F4D049E94423068285177,,"
양식,테디스오,제주특별자치도 서귀포시 신서로 50,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F9BCC1B52C9C44620A3121ABB72E6FF40,,"
피자,피자탑 성산점,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55 100호,064-784-0057,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F76CD1FA536244F378FAA6B8F4EA62CBF,,"
이탈리안,레이와,제주특별자치도 서귀포시 안덕면 사계북로 59,064-794-1124,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD456B6BC745F451DAE65D685FA95289D,,"
피자,시카고피자 성산점,제주특별자치도 서귀포시 성산읍 일주동로 4232,064-784-5292,",,"
햄버거,붉은못허브팜 사계점,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-27,064-794-8484,",,"
양식,마일스,제주특별자치도 서귀포시 예래해안로 17,,",,"
피자,7번가피자 서귀점,제주특별자치도 서귀포시 중앙로 199 서강파인힐5차 상가동 114-1호,064-767-9277,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2445DD94B0EB437EA02A23B4B5D0E445,,"
피자,피자클래스 중문신시가지점,제주특별자치도 서귀포시 천제연로207번길 12,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2FD130506970459DB4DD32BAE8423B3A,,"
양식,14시간바비큐,제주특별자치도 서귀포시 동홍남로 20 1층,064-732-7484,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FC785D73C9E4441C49680078E040B8454,,"
피자,반올림피자샵 제주서귀포점,제주특별자치도 서귀포시 동문로 36 1층,064-732-4700,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F894959F72EC8423399F02084AD511D21,,"
양식,더 캔버스,제주특별자치도 서귀포시 대정읍 영어도시로 67 1층,064-792-2019,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD928017CCBCD48538F27DDDC2EAFB4EB,,"
햄버거,버거나라 남원점,제주특별자치도 서귀포시 남원읍 태위로 668,064-764-1289,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFD0731345633407F92758788E248C583,,"
