카페,제주메밀이야기,제주특별자치도 서귀포시 남원읍 태위로510번길 63,064-764-7003,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC25248C9521740DE9C4CC72BAC86A76D
커피전문점,구면카페,제주특별자치도 서귀포시 표선면 중산간동로5220번길 47,070-8800-9009,
카페,카페와일드가든,제주특별자치도 서귀포시 칠십리로 199,064-733-0114,
카페,바라크라,제주특별자치도 서귀포시 칠십리로504번길 8-4,064-721-3136,
카페,우리마을해픈살롱 내창,제주특별자치도 서귀포시 남원읍 하례로 393,064-739-4690,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD3EB9683EA7E40A6ABC421AE8F3C7AF2
카페,도하,제주특별자치도 서귀포시 표선면 가마행남로 12 제1호,064-787-0120,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_381079375
카페,사우쓰캘리,제주특별자치도 서귀포시 중산간서로157번길 74 1층,,
커피전문점,엔제리너스 서귀포시청D/I점,제주특별자치도 서귀포시 일주동로 8668,064-762-0113,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7E59227F5C234D978744554263709938
커피전문점,파머스커피,제주특별자치도 서귀포시 월평하원로 43-3,064-738-2009,
북카페,북카페가까이,"제주특별자치도 서귀포시 보목포로 161 1,2층",064-732-5760,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE9A941AB870545B49128C20FA391EA90
카페,마마뜰,제주특별자치도 서귀포시 안덕면 신화역사로403번길 82,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F220B10D87391423D95D4455AFD863AE2
애견카페,놀멍쉬멍고르멍,제주특별자치도 서귀포시 현청로 51,0507-1409-2405,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F263412557B3949FCBD165B900F63362E
카페,홉히워크룸,제주특별자치도 서귀포시 이어도로 882,0507-1446-9399,
카페,1727노리터,제주특별자치도 서귀포시 안덕면 덕수서로 228-31,010-7788-0289,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A3B9F60D8AF47368F62768D0CF946E1
카페,어드래커피,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 5 1층,070-8900-5001,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAE1CB2A07ECF47FB959B4820BAF69080
카페,바담하우스카페,제주특별자치도 서귀포시 성산읍 일주동로 5177-20,010-2246-8040,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A51906478074FA0AE5789488193395A
카페,서귀로운날들,제주특별자치도 서귀포시 동홍북로 27-11 1층,070-4548-6210,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F352C3D9B82134FE4AB82169D5AE99094
카페,뷰커피,제주특별자치도 서귀포시 성산읍 성산중앙로64번길 5-4 3층,064-783-7575,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE3C033340F3E464E9676F97C9DC943C2
카페,느으린,제주특별자치도 서귀포시 대정읍 삼통로 75,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F1A76DFC9E5C34E869806CDAE70218DB2
커피전문점,헤세드하우스카페,제주특별자치도 서귀포시 표선면 가마행남로 42,064-733-7114,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FED26754A32434CEDA43A788E23E30EA6
디저트카페,설심당 동홍점,제주특별자치도 서귀포시 문부로 2,064-803-0881,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1165322589
카페,공차 서귀포올레시장점,제주특별자치도 서귀포시 중정로62번길 1,064-733-3449,
디저트카페,벼레별씨,제주특별자치도 서귀포시 안덕면 사계남로 80 a동,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F510276836B6B405BBF5D8433E4340C7F
카페,재클린디저트 모슬포점,제주특별자치도 서귀포시 대정읍 최남단해안로 26-1,064-792-8705,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F18F5008C0F5348049556B7D090B1F4B1
디저트카페,밝은방,제주특별자치도 서귀포시 호근로 58,064-738-4814,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F916569062349445F8FCD518DC10A16DF
카페,남쪽바람,제주특별자치도 서귀포시 남원읍 태수로143번길 133-4 1층,064-805-9122,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_573422354
카페,한옥마루카페,제주특별자치도 서귀포시 성산읍 한도로 269-23,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F9252D9BA3C264109820032868BA1072E
카페,나의왼손,제주특별자치도 서귀포시 성산읍 삼달로 133,064-783-1600,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2AF5E0BC098D4C8DB8CF1CBB93D34C3E
카페,포에스트,제주특별자치도 서귀포시 법환상로 20 F동 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE06281B905E34362ABBF071A83ACF285
카페,제주봄카페,제주특별자치도 서귀포시 검은여로130번길 68-16,064-732-6500,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F870057B7FC6E4CE7995FFDE01A5855BD
카페,러디스,제주특별자치도 서귀포시 월드컵로 202,010-9487-3422,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3ED546FC9F6542EFAEF302BC589E0688
커피전문점,파스쿠찌 제주중문점,제주특별자치도 서귀포시 천제연로232번길 15,064-739-4477,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB6AB40CDC5054CB5ADD35D8390A67CDC
카페,카페파더스가든,제주특별자치도 서귀포시 안덕면 병악로 44-33,010-4468-1335,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FFCC79B8479F542D3AD76BFC4073EC83E
커피전문점,이디야커피 서귀포동홍점,제주특별자치도 서귀포시 동홍동로 9 1층,064-733-0977,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC3DE992889314605B803D28CBFDF2A35
테마카페,휴도자기공방카페,제주특별자치도 서귀포시 대정읍 영어도시로 70,064-792-0620,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEA0D5549346B41FB8E2A1C1B233DAC46
카페,라움이즈,제주특별자치도 서귀포시 대정읍 중산간서로 2242,064-794-7744,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F08737E9D5F7E4D7490DE496E50F42FC7
카페,수하리839카페,제주특별자치도 서귀포시 성산읍 온평애향로 21,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2D4011C1445C4F5A9C82DB8635423402
커피전문점,카페봄봄 서귀중앙점,제주특별자치도 서귀포시 중앙로 65,064-733-6323,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F470ED47C96E5419FBEF8C9784D28685F
카페,옥분상회,제주특별자치도 서귀포시 남원읍 남한로 14 1층,070-4215-0830,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F70C4B80CACF4462981A7F8572D80A7EE
카페,카페블루하우스모슬포,제주특별자치도 서귀포시 대정읍 하모중앙로 22 1층 101호,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F13154F4EDD5E4934B223F8D3C324CFD3
카페,지금여기,제주특별자치도 서귀포시 중앙로89번길 14,064-763-1117,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F33D6F2886C02432187C2E0186ECBE317
카페,달페이지,제주특별자치도 서귀포시 색달로64번길 51,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F75EA8F153C4A4EEC952B0FBBFA1C813B
카페,모들카페앤펍,제주특별자치도 서귀포시 성산읍 섭지코지로 107,064-731-7767,
카페,한남307,제주특별자치도 서귀포시 남원읍 한신로 55,010-3652-0721,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1985331906
커피전문점,메가커피 제주송악산점,제주특별자치도 서귀포시 대정읍 송악관광로 421-1,064-794-2859,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F174CD3FCE8A94C6E89DB43D6E9EDB7CC
커피전문점,카페방주,제주특별자치도 서귀포시 안덕면 산록남로762번길 119,064-792-8855,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3A776A351C7741F98A6F014901AC566F
카페,오프리르제주,제주특별자치도 서귀포시 중정로61번길 25,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F412821E0688B443E85425E75DC920AFB
디저트카페,와플칸 동홍점,제주특별자치도 서귀포시 동홍중앙로 55,064-733-7877,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F44131D5CD63C48CFA80A5068572CEB41
테마카페,르레브카페,제주특별자치도 서귀포시 대정읍 노을해안로 602,064-794-6655,
카페,백주산보,제주특별자치도 서귀포시 칠십리로 406,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F47F95690FE7F4350B133E17F5AC726CF
커피전문점,컴포즈커피 서귀포신시가지점,제주특별자치도 서귀포시 중산간동로 8380,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F62E49DA2AFC54C8A96CDE71A092CD6B1
카페,데이바이데이,제주특별자치도 서귀포시 동문로 30-2 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFF2895A3833E42B2B5E24986CC50E866
커피전문점,앤드플,제주특별자치도 서귀포시 서호중로 102 2층,064-739-7727,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F661BEC725F4E456C8FB79E01A94891B5
커피전문점,컴포즈커피 서귀포성산점,제주특별자치도 서귀포시 성산읍 일주동로 4229,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6BFA8CE2285C409891BED66DC6F322BD
커피전문점,파스쿠찌 서귀포신시가지점,제주특별자치도 서귀포시 김정문화로27번길 10-1,064-739-8497,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1E88445BD5244BF182E32C3FEE9A933C
카페,달리는커피 서귀포중앙점,제주특별자치도 서귀포시 중앙로59번길 6,070-4647-4975,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1926529334
카페,돌카페,제주특별자치도 서귀포시 이어도로 774,064-739-3332,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F03048D7E4984466C8554BB9E38A6390E
커피전문점,긍정동커피,제주특별자치도 서귀포시 중정로 34,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC9AFA31994764200A71E1CED304975DB
테마카페,베베맘이유식,제주특별자치도 서귀포시 색달로 69 1층,,
카페,커피516,제주특별자치도 서귀포시 516로 11,064-763-5160,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F851CACA393DB445898706419F51C2E52
카페,아꼬운,제주특별자치도 서귀포시 안덕면 화순로 40,064-794-9408,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE5E6F14DF9BE473EAC2D52F38283BCB1
카페,12.제라,"제주특별자치도 서귀포시 대정읍 도원로 202 1, 2층",064-792-8688,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0925DDCADD2D49F8BE1DF4442D1269E7
카페,카페뉴욕빈티지샵,제주특별자치도 서귀포시 표선면 토산강왓로 11,010-8805-9320,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB2E41787381948B9A42F22F585914281
커피전문점,이디야제주중문관광로점,제주특별자치도 서귀포시 중문관광로 348,064-738-5359,
갤러리카페,오끼416갤러리,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0010D10AF02D403196E5CACFF8DEBD47
전통찻집,제주다음,제주특별자치도 서귀포시 보목포로 27 1층,064-738-6848,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC1CD2C0F5533448CBA12D1798FBB5F07
커피전문점,메가커피 제주중문점,제주특별자치도 서귀포시 천제연로 182 1층,064-738-4700,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2AFF358A5A8C4042A14587D7DC9248C9
카페,풀가개비,제주특별자치도 서귀포시 성산읍 서성일로 335,070-4210-4309,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0C05FAD9CCEB474D9775A71D2EB653F4
카페,카페봄봄 회수점,제주특별자치도 서귀포시 전가로 1,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC7493E273A214B7293C870D9EFCAB373
테마카페,버터행성706,제주특별자치도 서귀포시 안덕면 서광동로25번길 13,,
애견카페,개판오분전,제주특별자치도 서귀포시 남원읍 하신로 302,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F59CF0EB8AE1F4DBBA9351A7B37A58823
커피전문점,뽀르또,제주특별자치도 서귀포시 남원읍 위미중앙로 191,064-764-3449,
카페,서귀포7080라이브카페,제주특별자치도 서귀포시 서문로 31,064-732-8070,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F7221C3A8170D4F09A2231AB7422476CA
카페,카페미깡,제주특별자치도 서귀포시 남원읍 하례리 964-2,,
카페,블랑로쉐,제주특별자치도 서귀포시 대정읍 가파로 239,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCD9EFB332C964BBE95278546864E72C7
커피전문점,컴포즈커피 서귀포올레시장점,제주특별자치도 서귀포시 중정로 66-1,,
카페,카페담아,제주특별자치도 서귀포시 칠십리로 94-1,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB9FC508214AE406C912B1E975DD5F689
키즈카페,소풍키즈카페,제주특별자치도 서귀포시 중산간동로 8044-4,064-732-0020,
카페,사하커피,제주특별자치도 서귀포시 성산읍 산성효자로 75,064-784-5875,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F8b77546f8485d522e86c8230ef5f1a08a463959a
카페,카페봄봄 제주516점,제주특별자치도 서귀포시 516로 202,064-733-5134,
카페,카페오션브릭,제주특별자치도 서귀포시 안덕면 산방로 75-5,064-792-4100,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9051B8D71CCB47C6AFE2FEF7E758B9A0
카페,티그래퍼,제주특별자치도 서귀포시 호근서호로 134 102호,0507-1370-9012,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1713508147
카페,동백낭,제주특별자치도 서귀포시 남원읍 태위로 275-2,,
카페,카페앤유,제주특별자치도 서귀포시 태평로 119-1 3층,064-738-3402,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0BCB6AAB02B5490BBA919E2888484DC4
키즈카페,리틀비틀키즈카페 서귀포점,제주특별자치도 서귀포시 이어도로 1059 1층,070-4312-0112,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1263600492
카페,쇠소깍돌카페,제주특별자치도 서귀포시 쇠소깍로 151-8,070-4146-1775,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F05FB8F4343DE4C70B149CC798083BB12
카페,하올람커피,제주특별자치도 서귀포시 명동로 32 2층,070-4191-0101,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC282B4F4FA58487295A03591A605ECC0
카페,카페숲숲,제주특별자치도 서귀포시 보목로64번길 80 2층,010-3092-8411,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F120EEDFAFDC048B1B173D199CF97A8D0
커피전문점,빽다방 신서귀포점,제주특별자치도 서귀포시 신중로 26-8,,
디저트카페,효돈빵오롯이,제주특별자치도 서귀포시 효돈순환로 270 1~2층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0FD9159F17464BF2A00F0FACE4EE5F66
만화카페,놀숲 서귀포신시가지점,제주특별자치도 서귀포시 대청로25번길 4 4층,064-739-2938,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFBD7C38AC28D4C1A9BF236571F3E52F9
카페,우리동네가시리,제주특별자치도 서귀포시 표선면 중산간동로 5219,064-787-0319,
커피전문점,메가커피 제주남원점,제주특별자치도 서귀포시 남원읍 태위로 660,064-764-6363,
전통찻집,예원한지앤카페말,제주특별자치도 서귀포시 이어도로 450,064-738-9397,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2717204853F1B0E11C
카페,카페갤러리앤샵,제주특별자치도 서귀포시 동홍중앙로 58-8 1층,064-762-3951,
카페,문화창달,제주특별자치도 서귀포시 표선면 토산중앙로16번길 19,064-787-8799,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1244449042
테마카페,미스터힐링 중문점,제주특별자치도 서귀포시 중문상로 41-3 중문스마트빌 2층,064-738-6772,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE2CFD6D05D664D3AAF4C5F65E35695EE
카페,위미브런치,제주특별자치도 서귀포시 남원읍 태위로 268,064-764-1101,
카페,댄싱포크,제주특별자치도 서귀포시 안덕면 산방로388번길 6,010-3515-2657,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0D5CB2104D194B38B01503E0ED70BEF7
카페,카페그네,제주특별자치도 서귀포시 남원읍 태위로 483,064-764-8666,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F63321735EF904431AA79F2724E443178
커피전문점,메가커피 성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 284-3,,
카페,카페인섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 63,064-783-4815,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7EE592F85B844B1FB1B69CDC67332EBC
커피전문점,파스쿠찌 서귀포일호광장점,"제주특별자치도 서귀포시 서문로 1 1,2층",064-732-0007,
애견카페,그루밍제주,제주특별자치도 서귀포시 천제연로 357 1층,064-738-7577,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAB9B0927E7064C75A7C2F482E22B323E
애견카페,펫소풍,제주특별자치도 서귀포시 안덕면 화순서서로 458,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB99771AFF9284BEC929EEFB849E814E2
카페,마린68,제주특별자치도 서귀포시 안덕면 사계남로 197,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FE01CEC2174F8420194481B811503FBC4
카페,카페봄봄 표선점,제주특별자치도 서귀포시 표선면 표선중앙로 86,064-787-1124,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F798434CEDA6A4D72BF6031C7EEC2CC75
카페,오로지카페,제주특별자치도 서귀포시 토평남로99번길 14 1층,,
디저트카페,라움인제주,제주특별자치도 서귀포시 성산읍 신양로 52,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F547AEA820BB049A3A6B72E5F11520974
